MFLCode,Latitude,Longitude,Method_Geocode,Source_Geocode,Date_Geocode,Province,District,Facility,Owner,Type,Division,Location,Sublocation,Nearest Town,Plot No,Constituency,Status,Off_Landline,Off_Mob,Off_Fax,Off_Email,Off_POBox,Off_Town,Off_PostCode,In Charge Name,ANC,ART,BEOC,Blood Tr,C Section,CEOC,FP,Growth,HCT,Inp,HBC,IMM,IMCI,Outp,PMTCT,Radiology,RHTC_RHDC,TB_Diag,TB_Labs,TB_Treat,Youth,Beds,Cots,CHWTrain,CHW
14204,-1.61761,36.7349,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Andrea Dispensary,Non-Governmental Organizations,Dispensary,Isinya,Olturoto,Kisaju,Isinya,,KAJIADO NORTH,Operational,,0726-901720,,Sucosandrea@hotmail,,,,,N,N,N,,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,,N,N,0,,,
14245,,,No Geo Code,,12/31/99,RiftValley,Kajiado,Batian Medical Centre,Private Medical Enterprise,Medical Clinic - General practitioner,Isinya,Kitengela,Nonkopir,Isinya,,KAJIADO NORTH,Operational,,045-22016,,Batian@swiftkenya.com,,,,,N,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
16667,,,No Geo Code,,12/31/99,RiftValley,Kajiado,Beacon of Hope Clinic (Kajiado),Non-Governmental Organizations,Medical Clinic - General practitioner,Ngong,Nkaimurunya,Mosorage,Ongata Rongai,,KAJIADO NORTH,Unknown,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,
14250,-1.39607,36.7559,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Bethelm Clinic,Private Medical Enterprise,Medical Clinic - General practitioner,Ngong,Ongata Rongai,Ongata Rongai,Ongata Rongai,,KAJIADO CENTRAL,Operational,,,,,,,,,N,N,N,,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,,N,N,0,,,
14259,-2.08564,36.79542,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Bisil Health Centre,Ministry of Health,Health Centre,Namanga,Bisil,Bisil,Bisil Town,,KAJIADO CENTRAL,Operational,,0722-482993,,,,,,,Y,Y,N,,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,,N,N,11,,,
14266,-1.38778,36.7523,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Bonzina Medical Clinic,Private Medical Enterprise,Medical Clinic - Other,Ngong,Ongata Rongai,Kandisi,Ongata Rongai,,KAJIADO CENTRAL,Operational,,0724-912441,,,,,,,N,N,N,,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,0,,,
14268,-0.00133164,37.094,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Border Medical Care,Private Medical Enterprise,Medical Clinic - Other,Central,Township,Majengo,Kajiado Town,,KAJIADO CENTRAL,Operational,,0725-967966,,,,,,,N,N,N,,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
16668,-1.38778,36.7523,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Drop Inn Ray Clinic,Non-Governmental Organizations,Medical Clinic - Other,Ngong,Ongata Rongai,Kandisi,Ongata Rongai,,UNKNOWN,Unknown,,,,,,,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,
14439,-1.38778,36.7523,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Elite Medical Clinic,Private Medical Enterprise,Medical Clinic - Clinical officer,Ngong,Ongata Rongai,Kandisi,Ongata Rongai,,KAJIADO CENTRAL,Operational,,045-23364,-,,,,,,N,N,N,,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,,N,N,0,,,
14441,-2.08313,37.14735,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Emaroro Dispensary,Ministry of Health,Dispensary,Mashuuru,Imaroro, Kilo,Mashuuru,,KAJIADO CENTRAL,Operational,,,,,,,,,N,N,N,,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,,N,N,0,,,
14445,-1.339507,36.681826,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Embul - Bul Catholic Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Ngong,Oloolua,Bul-Bul,Ngong,,KAJIADO CENTRAL,Operational,,0726-332430,,,,,,,N,N,N,,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,,N,N,2,,,
14448,-2.29392,37.03047,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Emotoroki Dispensary,Ministry of Health,Dispensary,Mashuru,Maparasha,Emotoroki,Kajiado,,KAJIADO CENTRAL,Operational,,0728-416917,,,,,,,N,N,N,,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,,N,N,0,,,
14451,-2.23,36.69225,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Emurua Dikir Dispensary,Ministry of Health,Dispensary,Namanga,Bisil,Ilpartimaro,Bisil,,KAJIADO CENTRAL,Operational,,,,,,,,,N,N,N,,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,,N,N,0,,,
14460,-1.76878,36.92006,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Enkirgir Dispensary,Ministry of Health,Dispensary,Isinya,Isinya,Enkirgir,Isinya,,KAJIADO NORTH,Operational,,0722-419677,,,,,,,N,N,N,,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,,N,N,0,,,
14463,-1.96444,36.92131,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Enkorika Health Centre,Supreme Council for Kenya Muslims,Health Centre,Central,Enkorika,Enkorika,Kajiado Town,,KAJIADO CENTRAL,Operational,,0723-683626,,,,,,,N,N,N,,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,,N,N,0,,,
14469,-1.78378,36.0535,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Entasopia Health Centre,Ministry of Health,Dispensary,Magadi,Olliramatian,Entasopia,Magadi,,KAJIADO NORTH,Operational,,0721-485013,,,,,,,N,N,N,,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,,N,N,12,,,
14475,-1.61761,36.7349,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Ereteti Dispensary,Ministry of Health,Dispensary,Isinya,South Kikonyokie,Kisaju,Isinya,,KAJIADO NORTH,Operational,,0725-412490,,,,,,,N,N,N,,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,,N,N,0,,,
16427,-1.74934,36.345,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Esonorua Dispensary (CDF),Ministry of Health,Dispensary,Magadi,Oldonyonyokie,Oldonyonyokie,Magadi,,KAJIADO CENTRAL,Not-Operational,,,,,,,,,,N,,,N,,,,,,,,,,Y,N,N,N,N,N,N,0,0,,
14486,-1.15311,36.49972,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Ewuaso Kedong Dispensary,Ministry of Health,Dispensary,Ngong,Keekonyokie Nrth,Inkiushin,Ewuaso Shopping Centre,,KAJIADO CENTRAL,Operational,,0720-710372,,,,,,,N,N,N,,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,,N,N,0,,,
14494,-2.39439,37.21274,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Fatima Maternity Hospital,Supreme Council for Kenya Muslims,Nursing home with Maternity,Ngong,Nkaimurunya,Kware,Ongata Rongai,,KAJIADO CENTRAL,Operational,,020-2076773,,Fatimake@mwananchi.com,,,,,N,N,Y,,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,,N,N,32,,,
14503,-1.841986,36.791349,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Fr Andrian Heath Centre,Kenya Episcopal Conference-Catholic Secretariat,Health Centre,Mashuuru,Nkama,Sultan Hamud,Sultan Hamud,,KAJIADO CENTRAL,Operational,,044-52054,,Opera@wananchi.com,,,,,Y,N,N,,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,,N,N,3,,,
14517,-1.47463,36.9358,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,GK Prison Dispensary (Athi River),Other Public Institution,Dispensary,Isinya,Kitengela,Kitengela,Kitengela,,KAJIADO NORTH,Operational,,,,,,,,,N,N,N,,N,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,,N,N,0,,,
14529,-1.38778,36.7523,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Gloria Health Services,Private Medical Enterprise,Medical Clinic - Other,Ngong,Ongata Rongai,Kandisi,Ongata Rongai,,KAJIADO CENTRAL,Operational,,0735-543935,,,,,,,N,N,N,,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,,N,N,0,,,
14530,,,No Geo Code,,12/31/99,RiftValley,Kajiado,Good Health Clinic (Kajoado),Private Medical Enterprise,Medical Clinic - Clinical officer,Ngong,Ngong,Ngong,Ngong,,KAJIADO CENTRAL,Operational,,0738-727595,,Amuthama2NN2@yahoo.com,,,,,N,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
14534,-1.832503,36.790546,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Grace Medical Centre,Christian Health Association of Kenya,Dispensary,Isinya,Kitengela,Kitengela,Kitengela,,KAJIADO NORTH,Operational,045-22614,045-22614,,Laibunim@jambo.co.ke,,,,,N,N,N,,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,,N,N,4,,,
14541,-0.627155,37.0021,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,GSU Field Dispensary (Kajiado),Other Public Institution,Dispensary,Magadi,Oldonyo Nyokie,Kora,Magadi,,KAJIADO NORTH,Operational,,0727-746492,,,,,,,N,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
14543,-1.83017,36.7741,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Health For All (ACK) Clinic,Other Faith Based,Dispensary,Central,Township,Market,Kajiado,,KAJIADO CENTRAL,Operational,,045-21105,,Ackajiado@swiftkenya.co.ke,,,,,N,N,N,,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,,N,N,1,,,
14544,-1.38778,36.7523,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Healthway Medical Clinic,Private Medical Enterprise,Medical Clinic - Clinical officer,Ngong,Ongata Rongai,Kandisi,Ongata Rongai,,KAJIADO CENTRAL,Operational,,0720-431788,,,,,,,N,N,N,,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
14546,-0.195261,37.1575,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Helmon Clinic,Private Medical Enterprise,Medical Clinic - Other,Ngong,Ongata Rongai,Rongai,Kiserian,,KAJIADO CENTRAL,Operational,,0724-429886,,,,,,,N,N,N,,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,,N,N,0,,,
16724,,,No Geo Code,,12/31/99,RiftValley,Kajiado,Hope Nursing Home,Private Medical Enterprise,Nursing home without Maternity,Ngong,Rongai,Nkamwarunya,Ongata Rongai,,KAJIADO CENTRAL,Operational,,0725-478158,,,,,,,N,N,N,,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,,N,N,5,,,
14556,-1.35955,36.65548,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Icross Dispensary,Ministry of Health,Dispensary,Ngong,Kikonyoki Central,Kisamis,Kiserian,,KAJIADO CENTRAL,Operational,,0722-661700,,,,,,,N,N,N,,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
14565,-2.28711,37.61319,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Ilkilinyet Dispensary,Ministry of Health,Dispensary,Mashuru,Kinyawa,Ilkilinyet Dispensary,Masimba,,KAJIADO CENTRAL,Operational,,0724-378452,,,,,,,N,N,N,,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,,N,N,0,,,
15041,-1.75695,37.05516,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Ilpolosat Dispensary,Ministry of Health,Dispensary,Isinya,Isinya,Ilpolosat,Isinya,,KAJIADO NORTH,Operational,,0721-679950,,,,,,,N,N,N,,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,,N,N,0,,,
14582,-1.68803,36.85117,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Isinya Health Centre,Ministry of Health,Health Centre,Isinya,Enkirgirri,Isinya,Kajiado,,KAJIADO NORTH,Operational,,0724-826243,,Kelento2NNN@yahoo.com,,,,,Y,Y,N,,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,,N,N,24,,,
14583,-1.74366,36.9174,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Isinya Medical Care,Private Medical Enterprise,Medical Clinic - Clinical officer,Isinya,Isinya,Enkirrgirri,Isinya,,KAJIADO NORTH,Operational,,0720-315455,,,,,,,N,N,N,,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,,N,N,0,,,
14591,-2.50502,36.8428,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Jamii Medical Clinic (Kajiado),Private Medical Enterprise,Medical Clinic - Other,Namanga,Namanga,Namanga,Namanga,,KAJIADO CENTRAL,Operational,,"045-5132231 227, 07357918",,,,,,,N,N,N,,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,,N,N,0,,,
14599,0.528165,36.1313,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Josdidas Medicare,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Ngong,Kiserian,Kiserian,Kiserian,,KAJIADO CENTRAL,Operational,,0734-317216,,,,,,,N,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
14600,0.528165,36.1313,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Joster Medical Clinic,Private Medical Enterprise,Medical Clinic - General practitioner,Ngong,Kiserian,Kiserian,Kiserian,,KAJIADO CENTRAL,Operational,,0722-646365,,,,,,,N,N,N,,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,0,,,
14602,,,No Geo Code,,12/31/99,RiftValley,Kajiado,June Mar Maternity And Medical Centre,Private Medical Enterprise,Nursing home without Maternity,Ngong,Ngong Town,Ngong,Ngong,,KAJIADO CENTRAL,Operational,,0720-894288,,,,,,,N,N,N,,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,,N,N,3,,,
14650,-0.00133164,37.094,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Kajiado (AIC) Dispensary,Christian Health Association of Kenya,Dispensary,Central,Dolalekatre,Majengo,Kajiado,,KAJIADO CENTRAL,Operational,,0721-677132,,,,,,,N,Y,N,,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,,N,N,0,,,
14651,-1.841987,36.79135,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Kajiado Christian Medical Centre,Other Faith Based,Dispensary,Central,Ilkankere,Inkiwanjani,Kajiado,,KAJIADO CENTRAL,Operational,,045-021029,,,,,,,N,N,N,,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
14652,-2.92431,37.50489,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Kajiado District Hospital,Ministry of Health,Primary Hospital,Central,Ildamat,Township,Kajiado Town,,KAJIADO CENTRAL,Operational,,,,,,,,,Y,Y,Y,,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,,N,N,138,,,
14852,-2.17492,37.2605,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Kibini Hill (PCEA) Dispensary,Christian Health Association of Kenya,Dispensary,Mashuuru,Nkama,Nkama,Sultan Hamud,,KAJIADO CENTRAL,Operational,713310,0721-869696,,,,,,,N,N,N,,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,,N,N,0,,,
16428,,,No Geo Code,,12/31/99,RiftValley,Kajiado,Kilinito Dispensary (CDF),Ministry of Health,Dispensary,Central,Ilkankere,Ilkankere,Kajiado,,KAJIADO CENTRAL,Not-Operational,,,,,,,,,,N,,,N,,,,,,,,,,N,N,N,N,N,N,N,0,0,,
14891,-1.58092,36.69547,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Kipeto Dispensary,Ministry of Health,Dispensary,Ngong,South Keekonyoike,Kipeto,Kiserian,,KAJIADO CENTRAL,Operational,,0722-289871,,,,,,,N,N,N,,N,N,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,,N,N,0,,,
14942,,,No Geo Code,,12/31/99,RiftValley,Kajiado,Kiserian Medical Clinic,Private Medical Enterprise,Medical Clinic - Clinical officer,Ngong,Kiserian,Oltinyani,Ngong,,KAJIADO CENTRAL,Operational,,0727-860708,,,,,,,N,N,N,,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,,N,N,0,,,
14950,-1.45532,36.7479,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Kitengela Health Centre,Ministry of Health,Health Centre,Isinya,Kitengela,Nonkopir,Kitengela,,KAJIADO NORTH,Operational,,0727-294526,,,,,,,Y,Y,N,,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,,N,N,20,,,
14951,,,No Geo Code,,12/31/99,RiftValley,Kajiado,Kitengela Medical Services,Private Medical Enterprise,Health Centre,Isinya,Isinya,Nonkopir,Kitengela,,KAJIADO NORTH,Operational,,,,,,,,,Y,Y,N,,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,,N,N,40,,,
14955,,,No Geo Code,,12/31/99,RiftValley,Kajiado,Kkit Nursing Home,Private Medical Enterprise,Nursing home without Maternity,Ngong,Kiserian,Ngainurunya,Ongata Rongai,,KAJIADO CENTRAL,Operational,,0729-694636,,Kkitnh @yahoo.com,,,,,N,N,N,,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,,N,N,5,,,
14956,0.528165,36.1313,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Kkit Nursing Home Annex,Private Medical Enterprise,Medical Clinic - Other,Ngong,Ongata Rongai,Kiserian,Kiserian,,KAJIADO CENTRAL,Operational,,0729-946336,,,,,,,N,N,N,,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,,N,N,0,,,
14957,-1.931873,36.69311,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,KMG Dispensary,Ministry of Health,Dispensary,Central,Loodokilani,Toroka,Kajiado,,KAJIADO CENTRAL,Operational,,0720-303281,,,,,,,N,N,N,,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,,N,N,0,,,
15000,-1.97727,36.79112,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Kumpa Cmf Dispensary,Non-Governmental Organizations,Dispensary,Namanga,Meto,Kumpa,Kumpa Town,,KAJIADO CENTRAL,Operational,,,,,,,,,N,N,N,,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,,N,N,0,,,
15046,-1.62906,36.64119,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Lodariak Dispensary,Ministry of Health,Dispensary,Ngong,Central,Kisamis,Kiserian,,KAJIADO CENTRAL,Operational,,0722-943883,,,,,,,N,N,N,,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
15087,-2.14664,36.65522,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Lorngoswa Dispensary,Ministry of Health,Dispensary,Namanga,Lorngoswa,Lorgoswa,Bisil,,KAJIADO CENTRAL,Operational,,0721-893669,,,,,,,N,N,N,,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,,N,N,0,,,
15095,-2.17492,37.2605,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Loving Care (MCK) Health Centre,Other Faith Based,Health Centre,Mashuuru,Nkama,Nkama,Sultan Hamud,,KAJIADO CENTRAL,Operational,,0725-402818,,,,,,,Y,N,N,,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,,N,N,0,,,
15103,-1.53448,36.8711,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Maasai Medical Centre,Private Medical Enterprise,Medical Clinic - Clinical officer,Isinya,Kitengela,Kitengela,Kitengela,,KAJIADO NORTH,Operational,,020-2091938,,,,,,,N,N,N,,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
15107,0.628859,36.591,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Magadi Hospital,Company Medical Service,Primary Hospital,Magadi,Magadi,Magadi,Magadi,,KAJIADO NORTH,Operational,,020-6999260,,Swendo@magadisoda.co.ke,,,,,Y,Y,Y,,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,,N,N,40,,,
15109,-2.32875,36.96297,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Mailwa Dispensary,Ministry of Health,Dispensary,Namanga,Mailwa,Mailwa,Ngatataek,,KAJIADO CENTRAL,Operational,,,,,,,,,N,N,N,,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
15120,-1.53448,36.8711,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Manyatta Medical Clinic,Private Medical Enterprise,Medical Clinic - Clinical officer,Isinya,Kitengela,Kitengela,Kitengela,,KAJIADO NORTH,Operational,,,,,,,,,N,N,N,,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,,N,N,0,,,
15122,-2.20017,36.91844,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Maparasha Dispensary,Ministry of Health,Dispensary,Mashuru,Maparasha,Maparasha,Namanga,,KAJIADO CENTRAL,Operational,,0727-856533,,,,,,,N,N,N,,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,,N,N,0,,,
15143,0.528165,36.1313,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Mars Associate Medical Centre,Private Medical Enterprise,Health Centre,Ngong,Rongai,Kiserian,Kiserian,,KAJIADO CENTRAL,Operational,,0723-801616,,,,,,,Y,N,N,,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,Y,,N,N,0,,,
15150,-2.10192,37.12853,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Mashuru Health Centre,Ministry of Health,Health Centre,Mashuru,Mashuru,Mashuru,Kajiado,,KAJIADO CENTRAL,Operational,,,,,,,,,Y,N,N,,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,,N,N,6,,,
15153,-1.38423,36.6553,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Matasia Nursing Home,Private Medical Enterprise,Nursing home without Maternity,Ngong,Kiserian,Upper Matasia,Matasia,,KAJIADO CENTRAL,Operational,,0723-385515,,,,,,,N,N,N,,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,,N,N,12,,,
15161,,,No Geo Code,,12/31/99,RiftValley,Kajiado,Mawawepi Medical And VCT Centre,Private Medical Enterprise,Medical Clinic - General practitioner,Isinya,Kitengela,Nonkopir,Kitengela,,KAJIADO NORTH,Operational,,"045-2054, 0722-793712",,,,,,,N,N,N,,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,,N,N,0,,,
15180,-2.32615,37.5488,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Merueshi Maasai Naratisho Community Dispensary,Community,Dispensary,Mashuru,Merueshi,Merueshi,Emali,,KAJIADO CENTRAL,Operational,,0724-313468,,,,,,,N,N,N,,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,,N,N,0,,,
15182,-2.41042,36.55242,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Meto Dispensary,Ministry of Health,Dispensary,Namanga,Meto,Meto,Namanga,,KAJIADO CENTRAL,Operational,,0720-472592,,,,,,,N,N,N,,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,,N,N,0,,,
15184,-1.3559,36.6768,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Mid Hill Medical Clinic Ngong,Private Medical Enterprise,Medical Clinic - General practitioner,Ngong,Ngong,Ololua,Ngong,,KAJIADO CENTRAL,Operational,,0723-870180,,,,,,,N,N,N,,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,,N,N,10,,,
15185,-1.96267,36.5628,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,RiftValley,Kajiado,Mile 46 Health Centre,Ministry of Health,Health Centre,Central,Loodokilan,Elangata Wuas,Kajiado,,KAJIADO CENTRAL,Operational,,0721-782071,,,,,,,Y,N,N,,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,,N,N,6,,,
15210,0.528165,36.1313,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,RiftValley,Kajiado,Moka Clinic,Private Medical Enterprise,Medical Clinic - Clinical officer,Ngong,Kiserian,Kiserian,Kiserian,,KAJIADO CENTRAL,Operational,,0723-708667,,,,,,,N,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,N,N,0,,,
